Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Requested Coolant Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C],Location
13.2,28.17,487.0,36.83,10.51,0.08,0.0,378.9,-18.45,31.0,32.0,63.2,72.0,8,90,0.0,0,3.16,0,33.5,0,15.5,39.84,"(12.300061685457672, 76.6454236193388)"
13.3,28.17,487.0,37.75,12.0,0.1,0.0,378.9,-18.95,31.0,32.0,63.2,72.0,8,90,0.0,0,3.16,0,33.5,0,15.5,39.84,"(12.300093970953563, 76.64546925281864)"
13.4,28.19,487.0,38.53,13.5,0.09,0.0,378.85,-19.45,31.0,32.0,63.2,72.0,8,90,0.0,0,3.15,0,33.5,0,15.5,39.84,"(12.300126256449456, 76.64551488629849)"
13.5,28.22,487.0,38.53,13.5,0.12,0.0,378.8,-19.99,31.0,32.0,63.2,72.0,8,90,0.0,0,3.15,0,33.5,0,15.5,39.84,"(12.300158541945347, 76.64556051977833)"
13.6,28.27,487.0,38.53,14.5,0.18,0.0,378.75,-20.94,31.0,32.0,63.2,72.0,8,90,0.0,0,3.15,0,33.5,0,15.5,39.84,"(12.300190827441238, 76.64560615325816)"
13.7,28.28,487.0,38.53,16.01,0.17,0.0,378.7,-21.84,31.0,32.0,63.2,72.0,8,90,0.0,0,3.15,0,33.5,0,15.5,39.84,"(12.300223112937129, 76.645651786738)"
13.8,28.38,487.0,38.68,16.49,0.15,0.0,378.65,-22.24,31.0,32.0,63.2,72.0,8,90,0.0,0,3.14,0,33.5,0,15.5,39.84,"(12.300255398433022, 76.64569742021784)"
13.9,28.39,487.0,38.52,17.5,0.2,0.0,378.6,-22.61,31.0,32.0,63.2,72.0,8,90,0.0,0,3.14,0,33.5,0,15.5,39.84,"(12.300287683928913, 76.64574305369769)"
14.0,28.47,487.0,38.38,18.99,0.3,0.0,378.6,-22.71,31.0,32.0,63.2,72.0,8,90,0.0,0,3.14,0,33.5,0,15.5,39.84,"(12.300319969424804, 76.64578868717753)"
14.1,28.57,487.0,38.38,17.51,0.3,0.0,378.6,-22.81,31.0,32.0,63.2,72.0,8,90,0.0,0,3.14,0,33.5,0,15.5,39.84,"(12.300352254920696, 76.64583432065736)"
14.2,28.63,487.0,38.22,18.5,0.28,0.0,378.6,-22.96,31.0,32.0,63.2,72.0,8,90,0.0,0,3.13,0,33.5,0,15.5,39.84,"(12.300384540416587, 76.6458799541372)"
14.3,28.7,487.0,37.75,18.01,0.17,0.0,378.6,-23.03,31.0,32.0,63.2,72.0,8,90,0.0,0,3.13,0,33.5,0,15.5,39.84,"(12.300416825912478, 76.64592558761704)"
14.4,28.76,487.0,36.97,16.49,0.11,0.0,378.65,-22.28,31.0,32.0,63.2,72.0,8,90,0.0,0,3.13,0,33.5,0,15.5,39.84,"(12.30044911140837, 76.64597122109689)"
14.5,28.77,487.0,35.12,16.01,0.16,0.0,378.7,-21.49,31.0,32.0,63.2,72.0,8,90,0.0,0,3.13,0,33.5,0,15.5,39.84,"(12.300481396904262, 76.64601685457671)"
14.6,28.83,487.0,32.47,14.99,0.13,0.0,378.75,-20.29,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300513682400153, 76.64606248805656)"
14.7,28.85,487.0,30.45,12.5,0.12,0.0,378.81,-19.05,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300545967896044, 76.6461081215364)"
14.8,28.88,487.0,28.27,11.49,0.11,0.0,378.91,-17.5,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300578253391935, 76.64615375501624)"
14.9,28.87,487.0,25.82,7.99,-0.02,0.0,379.01,-15.9,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300610538887828, 76.64619938849607)"
15.0,28.86,487.0,24.25,5.99,-0.08,0.0,379.11,-13.75,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300642824383718, 76.64624502197591)"
15.1,28.83,487.0,22.07,2.99,-0.03,0.0,379.22,-11.49,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.30067510987961, 76.64629065545576)"
15.2,28.8,487.0,20.22,-0.02,-0.02,0.0,379.42,-8.19,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300707395375502, 76.6463362889356)"
15.3,28.68,487.0,18.05,-9.01,-0.18,0.0,379.61,-4.98,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300739680871393, 76.64638192241543)"
15.4,28.52,487.0,14.35,-11.02,-0.31,0.0,379.76,-2.68,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300771966367284, 76.64642755589527)"
15.5,28.35,487.0,13.7,-15.52,-0.33,0.0,379.93,-0.07,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300804251863175, 76.64647318937511)"
15.6,28.11,487.0,13.85,-26.03,-0.64,0.0,380.28,5.58,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300836537359068, 76.64651882285496)"
15.7,27.81,487.0,14.03,-36.54,-0.85,0.0,380.6,10.72,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300868822854959, 76.64656445633479)"
15.8,27.48,487.0,14.03,-44.48,-0.86,0.0,380.65,10.92,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.30090110835085, 76.64661008981463)"
15.9,27.13,487.0,14.03,-41.98,-0.84,0.0,380.7,11.06,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300933393846742, 76.64665572329447)"
16.0,26.77,487.0,14.03,-40.52,-0.84,0.0,380.7,10.66,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300965679342633, 76.64670135677432)"
16.1,26.44,487.0,14.35,-41.48,-0.87,0.0,380.7,10.27,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.300997964838524, 76.64674699025416)"
16.2,26.06,487.0,14.35,-40.0,-0.85,0.0,380.7,9.97,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.301030250334415, 76.64679262373399)"
16.3,25.75,487.0,14.95,-40.0,-0.87,0.0,380.69,9.47,31.0,32.0,63.2,72.0,8,90,0.0,0,3.12,0,33.5,0,15.5,39.84,"(12.301062535830308, 76.64683825721383)"
16.4,25.47,487.0,16.65,-38.48,-0.78,0.0,380.54,7.02,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.52,39.84,"(12.301094821326199, 76.64688389069367)"
16.5,25.1,487.0,17.73,-33.48,-0.7,0.0,380.39,4.57,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.57,39.84,"(12.30112710682209, 76.64692952417352)"
16.6,24.87,487.0,20.08,-29.48,-0.68,0.0,380.29,2.17,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.62,39.84,"(12.301159392317983, 76.64697515765334)"
16.7,24.66,487.0,24.1,-24.45,-0.5,0.0,380.18,-0.41,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.67,39.84,"(12.301191677813874, 76.64702079113319)"
16.8,24.5,487.0,27.2,-13.45,-0.29,0.0,379.93,-4.71,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.72,39.84,"(12.301223963309765, 76.64706642461303)"
16.9,24.41,487.0,29.08,-3.52,-0.21,0.0,379.69,-8.67,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.77,39.84,"(12.301256248805656, 76.64711205809287)"
17.0,24.31,487.0,29.2,-0.02,-0.16,0.0,379.59,-9.42,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.82,39.84,"(12.301288534301548, 76.6471576915727)"
17.1,24.3,487.0,29.2,0.0,-0.13,0.0,379.5,-10.08,31.0,32.0,63.2,72.0,8,90,0.0,0,3.04,0,33.5,0,15.87,39.84,"(12.30132081979744, 76.64720332505254)"
17.2,24.23,487.0,29.38,-1.99,-0.1,0.0,379.5,-9.83,31.0,32.0,63.2,72.0,8,90,0.0,0,2.92,0,33.5,0,15.92,39.84,"(12.30135310529333, 76.64724895853239)"
17.3,24.15,487.0,29.53,-1.01,-0.08,0.0,379.5,-9.62,31.0,32.0,63.2,72.0,8,90,0.0,0,2.93,0,33.5,0,15.97,39.84,"(12.301385390789221, 76.64729459201223)"
17.4,24.09,487.0,29.85,-0.98,-0.12,0.0,379.5,-9.87,31.0,32.0,63.2,72.0,8,90,0.0,0,2.93,0,33.5,0,16.0,39.84,"(12.301417676285114, 76.64734022549206)"
17.5,24.04,487.0,30.3,0.0,-0.09,0.0,379.5,-10.13,31.0,32.0,63.2,72.0,8,90,0.0,0,2.94,0,33.5,0,16.0,39.84,"(12.301449961781005, 76.6473858589719)"
17.6,23.99,487.0,31.1,0.0,0.0,0.0,379.5,-10.48,31.0,32.0,63.2,72.0,8,90,0.0,0,2.94,0,33.5,0,16.0,39.84,"(12.301482247276896, 76.64743149245174)"
17.7,23.91,487.0,32.03,0.98,-0.05,0.0,379.5,-10.91,31.0,32.0,63.2,72.0,8,90,0.0,0,2.95,0,33.5,0,16.0,39.84,"(12.301514532772789, 76.64747712593159)"
17.8,23.87,487.0,33.4,2.0,-0.1,0.0,379.45,-12.11,31.0,32.0,63.2,72.0,8,90,0.0,0,2.95,0,33.5,0,16.0,39.84,"(12.30154681826868, 76.64752275941142)"
17.9,23.91,487.0,34.48,2.51,0.01,0.0,379.39,-13.27,31.0,32.0,63.2,72.0,8,90,0.0,0,2.96,0,33.5,0,16.0,39.84,"(12.30157910376457, 76.64756839289126)"
18.0,23.81,487.0,34.95,8.02,0.04,0.0,379.29,-14.02,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.301611389260461, 76.6476140263711)"
18.1,23.84,487.0,35.73,8.48,0.04,0.0,379.2,-14.75,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.301643674756354, 76.64765965985094)"
18.2,23.83,487.0,35.9,7.5,0.09,0.0,379.2,-15.25,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.301675960252245, 76.64770529333077)"
18.3,23.83,487.0,35.9,9.5,0.13,0.0,379.2,-15.76,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.301708245748136, 76.64775092681062)"
18.4,23.83,487.0,35.73,10.5,0.09,0.0,379.15,-16.41,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.301740531244029, 76.64779656029046)"
18.5,23.87,487.0,35.73,11.5,0.15,0.0,379.1,-17.05,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.30177281673992, 76.6478421937703)"
18.6,23.88,487.0,35.73,12.49,0.17,0.0,379.05,-17.55,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.30180510223581, 76.64788782725014)"
18.7,23.91,487.0,35.73,13.02,0.13,0.0,379.0,-17.97,31.0,32.0,63.2,72.0,8,90,5.52,0,2.96,0,33.5,0,16.0,39.84,"(12.301837387731702, 76.64793346072997)"
18.8,23.94,487.0,35.72,12.99,0.13,0.0,379.0,-17.67,31.0,32.0,63.2,72.0,8,90,5.52,0,2.92,0,33.5,0,16.0,39.84,"(12.301869673227595, 76.64797909420982)"
18.9,23.93,487.0,35.4,12.99,0.07,0.0,379.0,-17.38,31.0,32.0,63.2,72.0,8,90,5.52,0,2.91,0,33.5,0,16.0,39.84,"(12.301901958723485, 76.64802472768966)"
19.0,23.95,487.0,35.4,12.49,0.09,0.0,379.05,-17.13,31.0,32.0,63.2,72.0,8,90,0.0,0,2.91,0,33.5,0,16.0,39.84,"(12.301934244219376, 76.6480703611695)"
19.1,23.99,487.0,35.28,11.5,0.13,0.0,379.1,-16.88,31.0,32.0,63.2,72.0,8,90,0.0,0,2.9,0,33.5,0,16.0,39.84,"(12.30196652971527, 76.64811599464933)"
19.2,24.01,487.0,35.13,11.51,0.15,0.0,379.1,-16.63,31.0,32.0,63.2,72.0,8,90,0.0,0,2.9,0,33.5,0,16.0,39.84,"(12.30199881521116, 76.64816162812917)"
19.3,24.03,487.0,35.13,10.99,0.17,0.0,379.1,-16.39,31.0,32.0,63.2,72.0,8,90,0.0,0,2.89,0,33.5,0,16.0,39.84,"(12.302031100707051, 76.64820726160902)"
19.4,24.02,487.0,34.95,11.0,0.11,0.0,379.1,-16.29,31.0,32.0,63.2,72.0,8,90,0.0,0,2.89,0,33.5,0,16.0,39.84,"(12.302063386202942, 76.64825289508886)"
19.5,24.05,487.0,34.47,10.49,0.03,0.0,379.1,-16.16,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302095671698835, 76.64829852856869)"
19.6,24.06,487.0,33.55,9.01,0.05,0.0,379.1,-15.76,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302127957194726, 76.64834416204853)"
19.7,24.07,487.0,32.95,9.0,0.11,0.0,379.1,-15.33,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302160242690617, 76.64838979552837)"
19.8,24.04,487.0,30.0,7.0,0.06,0.0,379.15,-14.58,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302192528186508, 76.64843542900822)"
19.9,24.0,487.0,28.45,6.01,0.04,0.0,379.2,-13.78,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.3022248136824, 76.64848106248805)"
20.0,24.0,487.0,26.57,5.0,-0.11,0.0,379.25,-12.48,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302257099178291, 76.64852669596789)"
20.1,23.97,487.0,25.02,2.99,-0.13,0.0,379.31,-11.11,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302289384674182, 76.64857232944773)"
20.2,23.99,487.0,23.32,0.0,-0.06,0.0,379.46,-9.06,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302321670170075, 76.64861796292757)"
20.3,23.88,487.0,22.25,-5.03,-0.17,0.0,379.6,-7.15,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302353955665966, 76.6486635964074)"
20.4,23.75,487.0,21.3,-8.5,-0.41,0.0,379.65,-6.6,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302386241161857, 76.64870922988725)"
20.5,23.59,487.0,19.62,-8.5,-0.49,0.0,379.71,-5.91,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302418526657748, 76.64875486336709)"
20.6,23.4,487.0,18.2,-11.02,-0.43,0.0,379.81,-3.91,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.30245081215364, 76.64880049684693)"
20.7,23.27,487.0,17.6,-16.02,-0.43,0.0,379.91,-1.92,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302483097649532, 76.64884613032677)"
20.8,23.08,487.0,17.45,-21.02,-0.55,0.0,380.06,0.03,31.0,32.0,63.2,72.0,8,90,0.0,0,2.88,0,33.5,0,16.0,39.84,"(12.302515383145423, 76.6488917638066)"
20.9,22.86,487.0,17.28,-26.52,-0.61,0.0,380.2,1.89,31.0,32.0,63.2,72.0,8,90,0.0,0,2.87,0,33.5,0,16.0,39.84,"(12.302547668641315, 76.64893739728645)"
21.0,22.65,487.0,17.28,-30.99,-0.63,0.0,380.25,2.84,31.0,32.0,63.2,72.0,8,90,0.0,0,2.86,0,33.5,0,16.0,39.84,"(12.302579954137206, 76.64898303076629)"
21.1,22.37,487.0,17.45,-32.48,-0.74,0.0,380.3,3.64,31.0,32.0,63.2,72.0,8,90,0.0,0,2.85,0,33.5,0,16.0,39.84,"(12.302612239633097, 76.64902866424613)"
21.2,22.13,487.0,17.45,-30.0,-0.78,0.0,380.3,3.04,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302644525128988, 76.64907429772596)"
21.3,21.88,487.0,17.6,-30.49,-0.66,0.0,380.3,2.47,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302676810624881, 76.6491199312058)"
21.4,21.62,487.0,17.6,-29.5,-0.57,0.0,380.3,2.17,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302709096120772, 76.64916556468565)"
21.5,21.35,487.0,17.73,-29.0,-0.59,0.0,380.3,1.82,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302741381616663, 76.64921119816549)"
21.6,21.12,487.0,18.83,-29.5,-0.59,0.0,380.25,1.02,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302773667112556, 76.64925683164532)"
21.7,20.84,487.0,22.55,-26.97,-0.59,0.0,380.18,-0.03,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302805952608447, 76.64930246512516)"
21.8,20.65,487.0,25.65,-18.94,-0.45,0.0,379.98,-3.48,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302838238104338, 76.649348098605)"
21.9,20.56,487.0,26.28,-7.99,-0.18,0.0,379.8,-6.6,31.0,32.0,63.2,72.0,8,90,0.0,0,2.84,0,33.5,0,16.0,39.84,"(12.302870523600228, 76.64939373208485)"
22.0,20.44,487.0,26.28,-5.5,-0.02,0.0,379.8,-6.6,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.302902809096121, 76.64943936556467)"
22.1,20.34,487.0,26.57,-7.51,-0.07,0.0,379.8,-6.6,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.302935094592012, 76.64948499904452)"
22.2,20.23,487.0,26.27,-7.5,-0.21,0.0,379.8,-6.6,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.302967380087903, 76.64953063252436)"
22.3,20.13,487.0,24.89,-7.51,-0.28,0.0,379.8,-6.52,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.302999665583796, 76.6495762660042)"
22.4,20.09,487.0,20.7,-10.0,-0.29,0.0,379.85,-5.72,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.303031951079687, 76.64962189948403)"
22.5,19.91,487.0,18.38,-10.04,-0.48,0.0,379.91,-4.83,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.303064236575578, 76.64966753296387)"
22.6,19.78,487.0,18.7,-16.01,-0.33,0.0,380.01,-3.03,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.303096522071469, 76.64971316644372)"
22.7,19.55,487.0,20.71,-20.52,-0.27,0.0,380.09,-1.63,31.0,32.0,63.2,72.0,8,90,0.0,0,2.76,0,33.5,0,16.0,39.84,"(12.303128807567361, 76.64975879992356)"
22.8,19.3,487.0,28.13,-22.48,-0.51,0.0,379.99,-4.03,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303161093063252, 76.6498044334034)"
22.9,19.16,487.0,34.65,-12.46,-0.34,0.0,379.89,-6.38,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303193378559143, 76.64985006688323)"
23.0,19.07,487.0,39.0,-0.98,0.0,0.0,379.74,-8.28,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303225664055034, 76.64989570036307)"
23.1,19.0,487.0,43.65,0.02,0.03,0.0,379.57,-10.54,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303257949550927, 76.64994133384292)"
23.2,19.0,487.0,44.43,1.52,0.0,0.0,379.27,-16.24,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303290235046818, 76.64998696732276)"
23.3,18.99,487.0,44.75,17.6,0.38,0.0,378.95,-22.16,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303322520542709, 76.65003260080259)"
23.4,19.19,487.0,44.88,45.06,0.82,0.0,378.45,-30.21,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303354806038602, 76.65007823428243)"
23.5,19.49,487.0,45.2,57.53,1.03,0.0,377.97,-37.98,31.0,32.0,63.2,72.0,8,90,0.0,0,2.72,0,33.5,0,16.0,39.84,"(12.303387091534493, 76.65012386776228)"
23.6,19.8,487.0,46.75,67.03,1.15,0.0,377.62,-43.03,31.0,32.0,63.2,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303419377030384, 76.65016950124212)"
23.7,20.23,487.0,47.53,78.02,1.3,0.0,377.27,-48.08,31.0,32.0,63.2,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303451662526275, 76.65021513472195)"
23.8,20.75,487.0,48.3,88.02,1.54,0.0,376.92,-53.18,31.0,32.0,63.2,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303483948022167, 76.65026076820179)"
23.9,21.26,487.0,48.3,96.02,1.69,0.0,376.58,-58.04,31.0,32.0,63.2,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303516233518058, 76.65030640168163)"
24.0,21.84,487.0,47.98,100.52,1.72,0.0,376.38,-60.54,31.0,32.0,63.2,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.30354851901395, 76.65035203516148)"
24.1,22.46,487.0,47.68,104.49,1.71,0.0,376.2,-62.89,31.0,32.0,63.2,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303580804509842, 76.6503976686413)"
24.2,23.02,487.0,47.37,103.01,1.68,0.0,376.15,-63.79,31.0,32.0,63.15,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303613090005733, 76.65044330212115)"
24.3,23.63,487.0,47.05,102.0,1.65,0.0,376.09,-64.68,31.0,32.0,63.1,72.0,8,90,0.0,0,2.6,0,33.5,0,16.0,39.84,"(12.303645375501624, 76.65048893560099)"
24.4,24.21,487.0,47.05,101.5,1.71,0.0,375.99,-65.48,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303677660997515, 76.65053456908083)"
24.5,24.79,487.0,47.05,100.0,1.69,0.0,375.9,-66.28,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303709946493408, 76.65058020256066)"
24.6,25.37,487.0,47.05,99.0,1.59,0.0,375.85,-67.13,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303742231989299, 76.6506258360405)"
24.7,25.91,487.0,47.05,98.51,1.59,0.0,375.8,-67.9,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.30377451748519, 76.65067146952035)"
24.8,26.46,487.0,47.2,97.0,1.61,0.0,375.75,-67.95,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303806802981082, 76.65071710300019)"
24.9,26.99,487.0,47.05,95.5,1.55,0.0,375.7,-68.03,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303839088476973, 76.65076273648002)"
25.0,27.56,487.0,47.05,95.99,1.42,0.0,375.65,-68.33,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303871373972864, 76.65080836995986)"
25.1,28.1,487.0,47.2,92.99,1.41,0.0,375.6,-68.65,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303903659468755, 76.6508540034397)"
25.2,28.61,487.0,47.05,91.51,1.52,0.0,375.55,-69.2,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303935944964648, 76.65089963691955)"
25.3,29.14,487.0,47.05,92.01,1.52,0.0,375.5,-69.67,31.0,32.0,63.1,72.0,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.303968230460539, 76.65094527039939)"
25.4,29.63,487.0,47.05,88.99,1.38,0.0,375.5,-69.37,31.0,32.0,63.1,71.96,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.30400051595643, 76.65099090387922)"
25.5,30.12,487.0,47.05,87.98,1.38,0.0,375.5,-69.03,31.0,32.0,63.1,71.9,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.30403280145232, 76.65103653735906)"
25.6,30.6,487.0,46.75,87.51,1.41,0.0,375.5,-68.33,31.0,32.0,63.1,71.84,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.304065086948214, 76.6510821708389)"
25.7,31.06,487.0,46.6,84.49,1.5,0.0,375.5,-67.7,31.0,32.0,63.1,71.78,8,90,0.0,0,2.68,0,33.5,0,16.0,39.84,"(12.304097372444105, 76.65112780431875)"
25.8,31.56,487.0,46.6,83.99,1.31,0.0,375.5,-67.75,31.0,32.0,63.1,71.72,8,90,0.0,0,2.67,0,33.5,0,16.0,39.84,"(12.304129657939995, 76.65117343779858)"
25.9,31.96,487.0,45.83,80.99,1.16,0.0,375.5,-67.67,31.0,32.0,63.1,71.65,8,90,0.0,0,2.65,0,33.5,0,16.0,39.84,"(12.304161943435888, 76.65121907127842)"
26.0,32.44,487.0,45.5,78.99,1.23,0.0,375.55,-66.32,31.0,32.0,63.1,71.59,8,90,0.0,0,2.64,0,33.5,0,16.0,39.84,"(12.30419422893178, 76.65126470475826)"
26.1,32.83,487.0,44.75,77.95,1.15,0.0,375.61,-64.84,31.0,32.0,63.1,71.53,8,90,0.0,0,2.64,0,33.5,0,16.0,39.84,"(12.30422651442767, 76.6513103382381)"
26.2,33.17,487.0,44.75,72.44,1.1,0.0,375.76,-62.09,31.0,32.0,63.1,71.5,8,90,0.0,0,2.64,0,33.5,0,16.0,39.84,"(12.304258799923561, 76.65135597171793)"
